"id","frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]","detections"
36.0,1.0,3708.4007131045328,33532.179794093834,-472.0669482464386,239.2246541922356,146.81983118533597,1124.4332582682168,30.171225301536815,6.401265914440095,16177.981938776018,12.794323246204764,1.0
39.0,1.0,3901.2706097537744,47354.656409904215,733.7758707749682,212.71148629890112,376.07471947447533,2873.0671217881527,54.87929625464899,12.987942712541203,31240.05879460513,19.612389530363714,1.0
41.0,1.0,4028.960648619543,46164.841888390874,173.11769314266283,177.5858003091888,184.32523722412063,735.7906021987976,48.981599565876074,9.93415887467419,25329.52741735755,24.103788590705967,1.0
42.0,1.0,4120.043938118516,49420.01557538976,734.5426134694558,212.81599402175004,376.43829129728897,3042.124030652703,47.75165533824723,9.735511722249173,21133.063207398653,14.76951330120131,1.0
43.0,1.0,4133.172468393032,49382.80224262638,639.2335239306138,201.00734661076638,333.36619157247594,2303.987181616276,52.44172270529905,11.267880335150835,27128.641311953583,18.123111537198817,1.0
44.0,1.0,4639.139295064128,18028.15176889973,350.15809539242906,179.76803562250322,228.88585858448053,1553.0149804232503,36.64880685146069,11.826642700205841,30834.29636670758,17.32874453646311,1.0
45.0,1.0,4523.180831747725,24217.89589381247,455.14735984341695,184.94653094829889,262.28212465876186,971.9002117062804,30.38427950485137,6.137908686184608,14230.274849519343,18.3451815692532,1.0
47.0,1.0,4669.95355022212,19641.613308819095,342.9660239821394,179.51913512518786,226.78805544686847,1775.9653778579361,37.110406484026186,8.769227429808346,20908.162950149726,12.16081866730753,1.0
49.0,1.0,4894.191259216507,36712.03238870493,249.4366291401957,177.51811539239105,201.724876292307,1392.5873627864944,36.14162748155943,9.473963525696732,26608.567733992808,14.184185746029948,1.0
50.0,1.0,4872.946000306681,41220.35749734843,-16.77482661719636,184.38577852051336,152.9331505100223,910.4271936200646,44.659275173843,9.44511685721167,24126.83057884829,16.671904004234705,1.0
51.0,1.0,5177.556277407038,49986.69254391039,354.1755427824986,179.9129776332506,230.06828038215338,1447.2994232026397,62.34309092605613,14.698980080214914,39807.42084489842,22.403828658081494,1.0
52.0,1.0,5218.749393165812,50041.601217820455,598.3809089518986,196.67549180002553,316.21359553504755,1949.9090280095609,61.35950716330374,14.904908595239236,39468.8843596401,25.143473551388563,1.0
53.0,1.0,4666.155961179687,18064.214250611,-932.6214631318442,350.0305303558084,239.93433477494608,2387.472510396205,37.37269080104483,11.389132220218142,30283.071092259113,21.774021076390518,1.0
54.0,1.0,5076.550641581204,47220.85776910535,-467.2963983008835,238.36810672150452,146.37791876729472,545.2025601535709,59.95352856015288,9.535575298123439,20435.19157602952,32.642022239342644,1.0
55.0,1.0,5510.826359400632,44441.704024059676,506.5884596213406,188.5394471219878,280.5395303872198,1702.2246529766633,44.73564220991353,11.64180835613427,32033.531735720597,19.786779067310288,1.0
56.0,1.0,5219.44976454703,49970.45523509598,-1114.1623353106058,408.9995635665545,304.0799190690797,4565.736980985226,49.681600415421485,12.327158377343927,27032.489178485986,18.385836523929637,1.0
57.0,1.0,5520.169236977873,15236.93531900387,-737.4336359449314,296.27497518134714,188.27766439722248,1114.7307519403707,34.684562147415036,7.330186182697712,16114.117730818756,20.951976899378487,1.0
58.0,1.0,5587.807515487378,22417.292657395614,-318.0400353376091,214.58513565584138,137.96392021397486,963.2054900586098,35.34188108757949,6.952723087117444,15645.082529284115,13.308292313613485,1.0
59.0,1.0,5612.825413013077,7653.207061279976,771.8496899863287,218.08731939155285,394.46284488811153,1897.393733847395,35.059658581236654,11.148423803693523,31377.63307652505,27.07861826158519,1.0
60.0,1.0,6156.212919359496,46616.042897350184,635.9261853707956,200.6403593034567,331.94832186913857,1331.192584234562,58.63463012205828,10.545229567929693,23282.964624662403,28.289337855355885,1.0
62.0,1.0,6451.632636187045,38825.12766970725,530.5884407175416,190.45325180980396,289.4838146443134,2453.1125186268264,39.52435631909594,10.815762744801749,26532.945239023866,13.921043042635386,1.0
64.0,1.0,7466.824303861651,28640.31768932048,1781.4915937822286,499.41272067354134,1131.1081684343517,9372.031192792167,30.308034656890705,10.940758528775065,30491.488029378466,34.83637424200563,1.0
67.0,1.0,7393.71699171577,40083.01127539658,400.2656426784955,181.87878748847533,244.1772830640387,1554.075280139072,42.41779616911912,9.283011164210684,21794.63311953198,15.315272596561949,1.0
68.0,1.0,7465.133777053171,12130.580951204396,-195.6995644013989,199.4499221525692,138.88953126052323,624.3254510694,36.66313579656065,6.724960675305872,15834.516478807725,17.715713211953783,1.0
69.0,1.0,7684.610029286796,26056.99896761142,-198.95934330881335,199.80227935887288,138.77348461577722,644.9802167398265,39.56534459177558,7.8215467146795605,19973.243591067938,19.27225262842541,1.0
70.0,1.0,7685.745540848669,47753.943598531776,807.3070717726166,223.43575126306496,412.201122338446,3568.3181871907086,99.38273814924258,17.482227483193512,36937.418573042225,23.739668045280748,1.0
71.0,1.0,7890.155249804506,27856.524452840673,175.4881526674212,177.56070249125275,184.82440172222147,1064.616385198977,43.69063625737995,9.89684607996831,26435.847081155516,17.214817688762114,1.0
73.0,1.0,7905.852920223054,41241.425212725706,61.78324810310464,180.42527787902614,163.8609671318904,1775.3958975393332,50.251790426119115,9.575848469948514,22224.993601497266,9.883392107234904,1.0
74.0,1.0,7932.742007995631,42845.621298809216,51.52275193112276,180.85063059025694,162.2687085301464,484.0859843322599,49.893352152699784,10.119297059114457,25346.08764554596,32.69218160171568,1.0
75.0,1.0,7948.711428730854,45847.45074350378,456.9264447131117,185.059201052453,262.89275522897935,1259.7191118222563,55.69103261330896,10.338552052150906,22996.868440763745,21.87636777566339,1.0
76.0,1.0,8016.180216989576,34746.67523908107,107.57480141309948,178.86368383562527,171.57130435308704,363.79961956640136,32.268159262516825,6.994346555630838,18230.256301677146,32.33987942195489,1.0
77.0,1.0,8405.58437531389,49668.06446473739,1183.1229609654545,300.4004814102673,636.5975235660027,6318.726861537585,71.65025574320374,15.665210169513768,33974.30221077518,25.01155256101985,1.0
78.0,1.0,8279.168934911126,16879.198583565816,-316.04454879410787,214.3067628123522,137.92248302108436,552.042982047914,37.908126503275035,7.127707349517584,16544.941182853232,21.786243592199494,1.0
79.0,1.0,8323.864554084907,22268.290005995972,-529.3918262816168,249.98424379563556,152.9680267126087,935.1028008156351,50.095747905743195,8.631854495717823,18440.071389550725,19.895493574834173,1.0
80.0,1.0,8358.574607735914,49243.244404565856,825.0435007710585,226.23490258585625,421.2962411798088,2880.0229468573734,81.47956816251293,13.778006346109924,27569.812980143804,24.269575945452264,1.0
81.0,1.0,8671.858973158302,24594.62658940229,58.5991608793531,180.55431957673667,163.36154527022188,972.2915815209803,43.77484433990885,8.600949031906278,20083.712238838954,15.252260320642208,1.0
82.0,1.0,8868.291429687064,25810.763920362326,-859.6970143676172,328.7771906995351,218.53581995237064,4395.7488507436265,42.21775712359597,18.685146042301543,54876.909790301346,16.349661845794014,1.0
83.0,1.0,8631.744297840487,45054.44394347861,66.1254183448674,180.25358961906738,164.5497270213944,803.5633745175805,52.41770211988717,8.901914466979617,18908.688305889504,18.606696573718278,1.0
84.0,1.0,8781.69343955812,42475.43017362215,241.16940016836887,177.45164321706937,199.70761921620112,489.4687125220501,52.10732813783474,9.3830267864429,23409.673530538268,36.14441476929806,1.0
86.0,1.0,8925.874790437889,28115.378485919362,83.54337259357763,179.61460936344847,167.40180957638495,757.7960750426332,43.391460206943584,8.104414984403945,18227.51412479845,18.448337569532754,1.0
87.0,1.0,9759.939193796132,19800.940512441102,-65.15867868284994,187.63077316614167,147.6486377037859,1302.4229068883787,48.46521437126432,8.724314732541432,18488.36248302247,11.389946758792714,1.0
88.0,1.0,9769.161105086116,22052.78348643156,927.2327445940061,243.97001823139271,476.58325151106914,1709.428575005473,50.03788576225124,9.928182371861018,22918.73557970098,35.81393369850256,1.0
89.0,1.0,9933.02652713731,37632.669223240766,680.7882281744899,205.86287712469428,351.6197371271569,2992.158679610289,46.56474369900498,14.962787813982308,42511.88496745016,19.441369682446926,1.0
90.0,1.0,9793.881657731748,50229.661262132795,-152.7219601930384,195.06505697641012,140.8873295270038,592.244344276874,81.84634351508419,13.895990986823039,30625.12780923085,33.75237323790561,1.0
91.0,1.0,9993.603362110533,40719.99925789183,929.440847637442,244.38347884274756,477.83216054814926,3174.303832546857,38.88791497877299,9.343882055020195,21241.146779303956,19.25599116461081,1.0
94.0,1.0,10064.870461832008,37634.48178420584,1009.5618486153224,260.2512230651569,524.7016972033981,5894.947737304947,36.46462729197915,13.194628105672255,37768.5187399039,16.770909330718233,1.0
95.0,1.0,9958.206472568754,37622.78621421303,740.4481198975682,213.62608894380296,379.2478233343,3183.758250238751,46.520011706680144,15.898010393743844,49426.045026120875,21.50569582101738,1.0
96.0,1.0,10110.741583766876,43461.203349173076,74.42752429912709,179.9390975010256,165.8913290817699,385.8924402042308,52.770949064089834,8.53065976866625,17482.228665261497,35.37307976699605,1.0
97.0,1.0,10662.853833333369,29810.88456759952,379.74074353602055,180.93453525298838,237.77071585528626,2978.828769235468,46.67627112211751,12.08829138911531,33600.88690321479,10.284254650828558,1.0
98.0,1.0,10904.553239454539,26116.281313247124,-321.77339515543207,215.10874972091622,138.04648021587136,408.9145478798291,42.888233643232226,7.054832018090921,14715.016027143825,28.40648105155927,1.0
99.0,1.0,11261.523049715204,24853.2405976826,-27.040032266733483,185.02291062559516,151.7198608253435,660.7368736213658,44.95205352817235,6.886856463628814,13216.484521449847,17.360632323705623,1.0
101.0,1.0,11571.088096662686,46678.31878813105,-113.10721205878386,191.45251152496405,143.49906346469194,791.8483783061703,68.16576222610077,11.507162817775269,25737.977542073175,21.703550248343003,1.0
103.0,1.0,11820.023409528016,50477.58155267516,37.899906474996605,181.4580527318771,160.23126439211956,1273.9087733657113,79.44876332079613,14.710013038536923,34563.63789605743,18.154745381173697,1.0
104.0,1.0,12119.932659573698,21129.24959212069,-27.153880852654883,185.03013189599477,151.70668274050075,1107.7380758684253,52.028341251400526,10.382344977205442,24991.185038601092,15.01310454257863,1.0
105.0,1.0,12159.787171897346,29885.403966289923,121.85486146335333,178.48923523744594,174.17771432142436,1220.236480960356,52.2591879736288,10.680640740637921,25514.4869208422,15.418896483619983,1.0
107.0,1.0,12314.868764807648,25068.670408977978,196.04475302042266,177.40488192180982,189.26410391190714,600.5850578037554,47.998759139260606,7.264033510881759,13803.376317082173,22.971500432305795,1.0
108.0,1.0,12557.420184206427,31287.08563247816,-527.8033732173249,249.67448483494522,152.77681966529485,1078.6132278256548,41.68966921815862,8.559243817411835,19081.582081478075,17.37164402722049,1.0
110.0,1.0,12605.609042610891,46571.596846783046,-445.4764485131149,234.52647010002278,144.4932519620399,448.9664461793278,71.0013358141598,11.951901777986238,26493.979782698978,46.88444764301197,1.0
111.0,1.0,12701.40158169183,27478.57336745652,158.28202022023098,177.7763632976291,181.26127796029152,924.7672365744245,47.38892942313925,7.77256945197842,15763.997618548545,15.967161840577214,1.0
113.0,1.0,12942.168881280286,23488.23115328667,-140.1015407602017,193.86948472185506,141.6391706365676,742.4844803548699,64.09167806561646,11.60931969968719,28587.523041395605,23.20325535659383,1.0
114.0,1.0,12924.110112696211,35861.38239981621,350.603703215248,179.78390352381942,229.0166359201413,610.1968694363629,41.4813398995901,11.004686095017764,30864.340532860006,39.013925853874426,1.0
115.0,1.0,12975.470813042044,44728.03614241121,162.90216750779098,177.71082635583213,182.2043496468288,1009.5787924654153,72.12363244200957,12.721542267169093,28450.427607858743,21.985521822588158,1.0
116.0,1.0,13297.934683754214,44014.34313354448,1528.6776767179872,403.8686038166427,901.6084802599682,6953.705301643915,44.74431019271077,10.054188947728004,21308.26137559616,28.310857692843808,1.0
117.0,1.0,13203.60194265704,20496.450245485776,42.420782469652984,181.25107560296246,160.89772321279284,1220.2773445788443,53.6854127730198,10.251854994980398,22866.74867120984,14.118962522593494,1.0
118.0,1.0,13300.171296841158,22125.348755766732,-13.748436502622052,184.20321605629712,153.30032263397322,538.5614893652903,58.02292134749439,9.722275634088158,20681.21599013563,27.55943430879034,1.0
121.0,1.0,13315.426631350838,29684.415282861824,-680.1627026725647,282.39905103586926,176.52464568419086,1430.262022654044,48.304063826452065,9.073062384965997,18763.88723120187,17.93393612681623,1.0
122.0,1.0,13896.973846265397,24553.496440428822,-44.91920527603583,186.19863169320695,149.72510462384164,545.0056235807168,56.86195312780651,10.391676735851256,25040.745630358873,28.530455579056618,1.0
123.0,1.0,13861.53730733341,37072.09436942437,621.0286051880016,199.022879567896,325.62551511286443,1183.3438754510912,41.834410030970176,9.265786005006735,24624.139909866786,27.521199640055723,1.0
124.0,1.0,13926.258445928335,26009.98434050555,-92.4759932865712,189.73416595714178,145.1518568258327,790.6624439548423,61.42365555240865,13.57404901828322,33549.365933536756,25.150702936373694,1.0
125.0,1.0,13918.006456707217,44963.81997704765,-199.5553700037157,199.86700677575072,138.75280736473255,1135.0624139501365,70.94067882803355,10.872020906838015,21463.040999492645,15.064211644617224,1.0
126.0,1.0,14218.320203904981,44084.267605518995,-525.3167783095814,249.19091150292832,152.4798859687314,1109.2509993886479,66.21085349088142,10.267827936284029,20326.629766742495,19.497800913655663,1.0
127.0,1.0,14444.026317981481,30768.064696894067,87.8300478458221,179.46955751396703,168.1256296159947,942.1222030585525,45.97889827966356,9.334061301790928,21550.722473557442,17.015933592540105,1.0
128.0,1.0,14756.41597272292,17027.244998901304,-625.1926816407934,269.8899968626648,166.69631501917456,1482.3091300761994,36.775166221290725,6.979140322451951,15637.799475058948,13.192188778203755,1.0
129.0,1.0,14807.848161376727,22611.557227188052,-248.85385645181714,205.5434099081075,137.62161528916158,1035.1957587650954,64.03607574415405,9.9847201626536,19990.841718435742,15.57383881621782,1.0
130.0,1.0,14788.002516140015,48368.20377874726,-50.182031345014714,186.56068843808632,149.16660997518878,1635.6382979310915,98.73288100362569,15.76223394568293,31421.203422554096,14.672758959615189,1.0
131.0,1.0,14866.242068145815,49617.537581341836,-368.9521552794784,222.04080232315988,139.65526344476334,430.08983912609887,103.04269224979886,12.434443264561905,20503.17699405526,46.541917953770024,1.0
132.0,1.0,14965.832238380915,23524.53462683007,-642.0192437525329,273.63487556058413,169.55371325323338,1448.2284370966831,63.23228017082703,10.158848216344737,20039.29297944864,18.189294681491525,1.0
133.0,1.0,15009.239731498188,28460.538401280068,416.6357956028219,182.71113211035487,249.42918986115438,1049.2905407745982,47.39030914420342,8.26822554843413,18437.362220081643,20.29219907007333,1.0
135.0,1.0,15010.98335889341,34546.850472546816,22.651140823050376,182.19572690801218,158.05429035728434,791.0852004407218,36.70210734655146,7.310660018082858,17025.293061477405,15.869677829509824,1.0
136.0,1.0,15264.571657776558,18710.034162580065,354.0979077455093,179.91013658088553,230.04535870237558,2096.3973341842143,49.57444995420014,9.850162595344107,21008.257698677025,11.615694818363766,1.0
137.0,1.0,15844.848932648063,26173.557228290618,-1315.782111429889,484.6250738264512,393.5068312910245,4877.410828577635,49.83630311931128,10.102545736108981,20080.24634241464,21.691187659723308,1.0
138.0,1.0,15529.461840520158,45805.8198194295,201.60843144777726,177.38177315002972,190.49992878363997,969.4662665931007,70.87338913107057,12.601449276370854,28005.31712564427,23.567732939277406,1.0
139.0,1.0,16039.658704239273,24097.825191877597,-196.16773392342117,199.5003562519115,138.87255696061257,728.276528550293,62.317666916545086,10.723481604746826,24100.705195568517,22.259410111591265,1.0
140.0,1.0,16581.971994175503,25648.403716392673,274.7435284766448,177.833055666136,208.09994678134694,5499.890268456468,66.9001804516961,16.398750574080246,39507.8368358952,6.648981398550655,1.0
141.0,1.0,16085.757730539812,49371.88823744103,-5.744628811937793,183.7319797241665,154.29215579005967,648.8410435971016,110.19341925806596,17.81545512840621,37646.45360269276,40.14182053519156,1.0
142.0,1.0,16299.973382209451,48639.46068965298,183.7249387604266,177.4849550271179,186.57944861001084,1624.141497530222,102.98707042936397,16.120077492181228,32163.747601501433,17.686043835766814,1.0
143.0,1.0,16668.905837710343,44067.078622885085,655.3982200912042,202.84229732375664,340.37016350566427,2045.2543298086273,56.30819618317903,12.953850452851709,32484.941464253672,23.420039900879463,1.0
144.0,1.0,16562.746175295404,45786.23972475162,81.4983391390015,179.68550753340276,167.05954687536794,1149.948878860965,81.17275526668449,19.138365524265094,50354.95806320264,26.080876990043024,1.0
145.0,1.0,16644.868554573113,25665.916449891854,246.22591056103357,177.49017001550072,200.93761828394062,5756.747680336883,82.59672909244269,17.63867284264636,37267.98079629425,6.5227901818529945,1.0
146.0,1.0,16659.925090558037,50498.60069383667,483.34510494206233,186.83002985352405,272.1357352516591,2206.382663705456,137.66298321600857,21.08710466739782,43868.27433782314,25.29633819533846,1.0
147.0,1.0,16823.29349197881,44095.87626877523,-835.3499827266403,321.9920921658175,211.94910507795504,1533.7569751433641,64.39884792744384,13.145754700558724,30779.78929495327,30.81301668068573,1.0
148.0,1.0,16921.27672387435,31734.30978493014,432.06295603356864,183.55988144860137,254.49404607800398,5662.509133319925,57.65731644467739,24.483673313687106,73864.749538169,10.91719512717949,1.0
149.0,1.0,17188.186307552456,16873.401249435665,-94.06349772694814,189.86242103856756,145.01756267324762,426.570209218851,40.81307136006314,7.701820311790067,18048.346190724515,27.42535670570369,1.0
152.0,1.0,17169.849676886366,35396.98916595979,141.4888296277038,178.06174888454822,177.91808138322986,1233.6367101715198,39.179899025175914,8.85213659475527,20340.954416632176,13.487650068269627,1.0
153.0,1.0,17304.172135127712,46115.09491965922,402.40670086381624,181.98365357102958,244.85700977131413,3139.481860920074,82.27764155183932,13.65950685768815,26322.124508957793,11.095948188367117,1.0
154.0,1.0,17493.37284381437,28285.07053318976,415.5066513382554,182.65146289220363,249.0628840594101,2090.6475454563097,60.45488898659866,12.948562965255473,30997.054420603887,15.602483905361522,1.0
155.0,1.0,17468.28686566152,49076.122098710126,809.7176724384143,223.81134411279615,413.42856441358134,3514.0997554066907,103.08630800827054,16.484872693199684,30545.505598068266,22.944059373263066,1.0
156.0,1.0,17461.949724713693,49140.217645435274,794.7802230288496,221.5085048040765,405.86668804552596,2496.816757919646,113.13708524409385,22.01675238317836,51108.240706946715,40.642976529327754,1.0
157.0,1.0,17546.402716472297,24394.717360895957,230.97903895909752,177.39438258748828,197.2653850665434,989.9444512535443,60.73968728930756,9.906332490890719,20160.704127054072,19.486795336780173,1.0
158.0,1.0,17825.794098957896,25557.691594216794,88.33456237223862,179.45280293180363,168.21138770727347,1413.078418605664,72.96906963173842,13.453165849395278,31327.717135135368,15.839347290535917,1.0
160.0,1.0,17447.448986194704,47027.76086167013,2166.234095561547,676.9944880306182,1538.116885359735,42162.8884355855,48.570318827203174,18.84800977884371,43505.68514572117,24.371920304675236,1.0
162.0,1.0,18134.08017984148,27004.388391481425,-75.30826888539312,188.38941834331126,146.6799527979148,771.1088806969859,60.37181168639151,9.387530091074177,18659.523323039866,18.899074196859395,1.0
163.0,1.0,18237.55968658266,18535.675627461664,321.1004084174222,178.84576791047613,220.55980853646702,1236.3390049714462,52.48599498256083,9.568595845789865,21743.89562776649,17.283830583560057,1.0
164.0,1.0,18255.204817589376,19731.478598982165,399.36386029910864,181.8349793958427,243.89163810180762,774.2364218183775,58.961632248836125,9.169150499972915,17665.636552606167,28.441187967887426,1.0
165.0,1.0,18286.939219318512,48376.51335253889,-194.55072454889267,199.32640575925078,138.93162177816075,591.3959871166651,92.46935549871677,15.402115730473865,33636.8455543621,37.44813353655342,1.0
166.0,1.0,18398.98250374332,15653.368353038255,35.164177628868806,181.585905595636,159.83264205468674,634.9038577576508,34.52269211188704,6.639881224153,14859.478186850994,18.0079385152049,1.0
167.0,1.0,18550.46325991006,21473.74065260006,-455.46392329959906,236.26936945433675,145.3280849122719,1344.5332028557068,60.443107581011006,10.69525147588973,21055.883870087175,15.465831444541415,1.0
168.0,1.0,18082.915612762987,49873.84161852952,-780.9352680759101,307.3898771894406,198.23699310172046,1278.9467527549548,111.08705263813744,16.54020165139442,32182.24384435572,40.70388849253231,1.0
169.0,1.0,18894.693984622063,25337.02343644046,-503.1618265943622,244.95400924032032,149.96280147673366,815.7461916093634,61.891628282283406,10.263787580085456,21480.160641530394,25.059306469044085,1.0
170.0,1.0,18977.78093497805,33014.64043464683,-28.87249280513181,185.13955439418044,151.508493128816,1382.3421450644755,41.54691942086424,8.56846052434616,19151.39875309583,10.824243812550908,1.0
171.0,1.0,18752.481548734886,49853.35926731462,-1127.1090925485594,413.5353151967399,309.24729908018475,3172.5766553437898,94.68964448138954,15.847389788099944,30995.590253321792,33.26346553563079,1.0
175.0,1.0,19014.89948905136,47539.00096707372,243.76006336484627,177.4705440897484,200.33629564257623,1742.3894620917422,66.88239548669031,15.23852576032307,39270.21972654242,16.86087590196842,1.0
176.0,1.0,19725.745932420385,21146.112229855917,383.4666100801866,181.0977335684387,238.9189592501345,1149.4201699327657,67.15867128168058,11.581161962109348,22903.114152720216,23.53009735862408,1.0
177.0,1.0,19640.660390196765,44764.08061803823,-599.0943984778384,264.22858757920034,162.52817187770367,899.9226100870712,52.90135560875275,8.738927593931276,18801.090845940027,23.09650260313209,1.0
178.0,1.0,19846.04087691944,47833.729419457224,100.11499540577493,179.08056805800703,170.2479124386758,705.0966830301419,63.1201153117201,11.607454977613662,26027.251043178807,26.847121983481923,1.0
179.0,1.0,20095.602422116473,17982.668247977243,556.1601090797043,192.65867891109693,299.3122557132705,1715.8842021328026,46.01420042219979,8.7794969648128,18292.405640178637,16.926011857906463,1.0
180.0,1.0,20185.79104916789,20440.990366915637,99.2125811591306,179.10779452714883,170.0895979548983,636.3617571104799,65.16801606243094,12.26374280505506,28924.24298073627,31.037765929857034,1.0
182.0,1.0,20288.569918944173,22191.83055306349,59.816512848470566,180.50466979652418,163.55192243926302,893.8787780465146,68.46500473060165,12.340671309086362,27077.74631073677,22.010858943421955,1.0
183.0,1.0,20572.50180681126,50416.486589952205,-819.1546518164199,317.5648674509347,207.72228188009194,3518.360485774064,93.05679634240498,17.91874770147475,40296.23218422308,17.927617830752794,1.0
184.0,1.0,20343.89521726132,42866.29994932597,-300.60591215947755,212.18836331705145,137.6652574243888,826.4078236341122,47.96020231724556,9.544226489573767,21464.28857664531,18.91403168578315,1.0
185.0,1.0,20470.076559847847,25365.687444273015,60.55577142323536,180.47470883715388,163.66787286938757,761.3677629341278,65.46577994438744,11.759777825046763,26569.448321817767,24.531920261780368,1.0
186.0,1.0,20482.30141345276,39803.405589487396,-515.7124144315706,247.33836459286215,151.36033066561018,1471.640925959752,36.42419965551618,7.1761534198994275,14300.620610344204,11.62766226017262,1.0
187.0,1.0,20726.963344701897,50464.45047720978,-728.2756745037506,293.99833075352416,186.2945581848838,3179.7794954300894,98.25048127398402,22.875719077024947,57318.84312014789,20.61333385874226,1.0
189.0,1.0,20883.852759953235,27588.65354465366,272.60635184397256,177.79996289471737,207.54991245930069,806.5372523806689,62.337583099050875,11.426521542682234,25524.19695229127,27.919440625943544,1.0
190.0,1.0,21316.075394054114,21217.541834285843,324.86525148444196,178.95276918037166,221.6161512819919,1037.0966268693423,67.0103271673647,11.283279120443384,22047.38739029082,23.34914563951413,1.0
192.0,1.0,20957.474398375718,50527.40050144812,-1010.3480575863939,374.21953700975246,265.49860599340246,6599.013448637815,69.49583067707148,19.716046721983286,44481.78631546345,15.865060123250181,1.0
