Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
241973	17605.1	16861.3	31.5	0	142	519	1	151	0	0	2
242042	17585.8	16870.5	39.1	0	113.8	531	1	91	0	0	2
242085	17495.9	16774.5	46.7	0	180	538	1	206	0	0	2
242156	17982.9	16869.3	31.5	0	95.9	549	1	67	0	0	2
242211	17918.5	16838.4	27.7	0	116.5	555	1	106	0	0	2
242281	17951.9	16809.9	26.9	0	173.9	566	1	311	0	0	2
242381	17354.4	16835.4	38.6	0	122.4	581	1	118	0	0	2
242431	17525.9	16769.2	37.9	0	108.1	590	1	82	0	0	2
242622	17368.6	16932.9	18.8	0	167.8	618	1	366	0	0	2
242657	17934.8	16814.5	30.8	0	94.2	625	1	73	0	0	2
242697	17619.3	16886.6	35.2	0	128.2	633	1	120	0	0	2
242799	17389.2	16843.9	35.9	0	151.8	650	1	232	0	0	2
242809	17745	16694.9	24.7	0	113.2	652	1	114	0	0	2
243462	17906.5	16862.4	36.6	0	94.1	764	1	66	0	0	2
243560	17936.6	16772	31.6	0	118.3	780	1	104	0	0	2
243648	17961.6	16850	32.5	0	130.4	791	1	139	0	0	2
244001	17706.7	16672.8	22.1	0	173.2	853	1	448	0	0	2
244113	17957.2	16759.2	30.3	0	107.9	876	1	86	0	0	2
244143	17810.2	17172.4	33	0	102.7	881	1	92	0	0	2
244161	17805.1	17116.6	29.2	0	85.5	885	1	64	0	0	2
244213	17277.9	16864	42.2	0	134.6	895	1	111	0	0	2
244271	17819.1	16929.5	33.7	0	83.8	909	1	61	0	0	2
244397	17638.2	16606.2	31	0	108.2	935	1	97	0	0	2
244423	17271.4	16868.5	24.3	0	114.6	941	1	138	0	0	2
244442	17748	17150.2	33.1	0	110.7	945	1	91	0	0	2
244465	17809.6	17114.3	32.4	0	130.8	950	1	146	0	0	2
244543	17552.6	16733	27.7	0	110.4	968	1	135	0	0	2
244780	17801.3	17100.4	23.8	0	111	1018	1	138	0	0	2
245022	17359.5	16865.6	34.5	0	104.7	1073	1	78	0	0	2
245105	17262.2	16817.9	37.7	0	126.9	1091	1	115	0	0	2
245128	17280.5	16887.7	26.1	0	115	1096	1	123	0	0	2
245215	17365	16862.3	28.4	0	123	1117	1	136	0	0	2
245222	17934.8	16801.6	37.1	0	98	1119	1	55	0	0	2
245373	17581	16717.2	33	0	129.9	1158	1	148	0	0	2
245395	17372.5	16878.1	33.9	0	121.2	1162	1	99	0	0	2
245483	17265.1	16808	34.5	0	149	1180	1	136	0	0	2
245646	17336.8	16863.2	22.5	0	101.5	1217	1	112	0	0	2
245667	17320.2	16836.4	19.2	0	107.8	1223	1	152	0	0	2
245698	17322.7	16856.9	20.5	0	93.5	1231	1	132	0	0	2
245787	17356	16912.4	41.5	0	154.2	1258	1	154	0	0	2
245832	17308.4	16840.7	29.8	0	128.1	1272	1	167	0	0	2
245853	17326.4	16833.7	28.1	0	147.2	1278	1	205	0	0	2
245890	17955	16796.8	12.2	0	101.9	1289	1	278	0	0	2
245908	17940.2	16803.9	27.9	0	93.5	1293	1	87	0	0	2
245927	17334.8	16853.6	11.9	0	114.1	1298	1	331	0	0	2
245964	17312.1	16872.9	30.6	0	107.7	1309	1	69	0	0	2
245981	17301.2	16853.7	27.9	0	91.2	1313	1	97	0	0	2
246006	17321.7	16878.8	30	0	155.6	1319	1	188	0	0	2
246130	17653.2	16629.3	19.4	0	135.5	1352	1	277	0	0	2
246189	17515.1	16882.4	38.5	0	179.5	1369	1	182	0	0	2
246558	17810.4	16700.7	29	0	157	1484	1	226	0	0	2
246582	17808.3	16715.5	22.3	0	118.7	1489	1	155	0	0	2
246595	17830.4	16722.7	35.1	0	120.2	1493	1	105	0	0	2
246673	17641.6	16613.6	28.8	0	127.4	1514	1	163	0	0	2
246699	17198.7	16826.8	32.7	0	91.6	1523	1	63	0	0	2
246762	17808.3	16728.1	29.2	0	113.9	1542	1	94	0	0	2
246766	17185.2	16866.6	34.1	0	98.5	1543	1	68	0	0	2
246927	17662.9	16605.1	37.6	0	100.5	1586	1	71	0	0	2
247248	17403.5	16889.6	24.6	0	86.2	1679	1	73	0	0	2
247345	17347	16833.4	32.3	0	112.5	1710	1	95	0	0	2
248451	17548.6	16681	23.1	0	110.2	2077	1	112	0	0	2
248476	17561.4	16707.4	13.7	0	112.8	2082	1	225	0	0	2
248492	17568.4	16706.5	17.7	0	109.3	2086	1	168	0	0	2
248679	17564	16676.2	30.8	0	104.9	2150	1	78	0	0	2
248840	17524.5	16650.1	28.1	0	88.8	2210	1	59	0	0	2
248847	17659.6	16900.9	34.3	0	124.5	2211	1	104	0	0	2
248850	17975.3	17013.1	34.4	0	114.8	2212	1	89	0	0	2
248909	17978.8	17006.5	40.1	0	179.6	2234	1	183	0	0	2
249009	17540.4	16719.1	15.5	0	108.1	2274	1	192	0	0	2
249021	17510.1	16675	34.9	0	113.4	2278	1	97	0	0	2
249034	17601.8	16754	42.6	0	128.5	2283	1	103	0	0	2
249055	17557.9	16712	20	0	104.8	2288	1	137	0	0	2
249071	17934	17003.7	26.4	0	159.5	2293	1	251	0	0	2
249094	17961.6	17008.8	31.1	0	100.1	2301	1	66	0	0	2
249122	17888.1	16992.2	34.3	0	179.1	2307	1	244	0	0	2
249159	17906	17008.1	31.4	0	125.6	2319	1	98	0	0	2
249184	17907.6	17029.7	33	0	160.8	2326	1	175	0	0	2
249255	17989.3	17019.1	34	0	118.7	2347	1	101	0	0	2
249316	17639.2	16895	43.1	0	93.3	2366	1	58	0	0	2
249366	17952	16995.8	26.3	0	156	2381	1	195	0	0	2
249545	17681.9	16845.4	27.6	0	153.4	2438	1	272	0	0	2
249622	17934.6	17000.7	30	0	116	2453	1	118	0	0	2
249629	17667	16878.8	23.1	0	140.1	2454	1	188	0	0	2
249659	17894	17015.8	23.3	0	160.6	2459	1	321	0	0	2
250023	17210.9	16841.4	31.3	0	119.9	2527	1	104	0	0	2
250128	17203	16939.2	39	0	83.4	2552	1	49	0	0	2
250394	17177.2	16880.6	32.3	0	137.4	2622	1	146	0	0	2
250476	17671.8	16854.9	38.7	0	126.6	2642	1	113	0	0	2
250534	17667.8	16857.5	21.1	0	94.9	2658	1	117	0	0	2
250580	17667.5	16862.4	27.4	0	147	2669	1	239	0	0	2
250623	17468.6	16883.8	28.3	0	165.3	2679	1	317	0	0	2
250821	17694.3	16884.2	34.8	0	96.2	2732	1	62	0	0	2
250905	17559.7	16679.2	35.4	0	163.3	2754	1	211	0	0	2
250978	17514.7	16712.2	25.3	0	106.7	2774	1	130	0	0	2
251007	17553.7	16689.4	26.5	0	129.9	2783	1	148	0	0	2
251047	17572.9	16691.5	21.4	0	132.2	2798	1	242	0	0	2
251300	17368.6	16999.5	17.7	0	139.8	2876	1	297	0	0	2
251324	17364.4	17038.7	17.7	0	143.9	2885	1	217	0	0	2
251458	17399.6	16987	32.5	0	91.1	2939	1	70	0	0	2
251527	17987.1	16784.9	25.1	0	120.9	2968	1	138	0	0	2
251531	17402.6	16900.9	43.2	0	154.5	2969	1	136	0	0	2
251628	17279.4	16870.3	25.7	0	147.4	3010	1	158	0	0	2
251636	17239	16883.9	40.4	0	109.9	3015	1	72	0	0	2
251746	17272.6	16869.5	24.7	0	121.4	3059	1	134	0	0	2
251840	17265.3	16864.7	25.4	0	129.3	3093	1	172	0	0	2
251844	17792.6	17112.8	23.7	0	134.8	3094	1	181	0	0	2
251868	17197.1	16865.1	24.2	0	85.7	3102	1	79	0	0	2
251920	17398.9	16870.2	20.1	0	122.3	3119	1	173	0	0	2
251931	17259.3	16810.5	31.3	0	149.1	3123	1	143	0	0	2
251949	17442.5	16862.5	23.7	0	154	3127	1	255	0	0	2
251981	17294.4	16903.6	46.1	0	173.4	3138	1	170	0	0	2
252027	17249.4	16873.4	32.5	0	105.7	3154	1	100	0	0	2
252115	17202.2	16835.8	24.8	0	83.8	3187	1	61	0	0	2
252121	17667.3	16826.9	21.5	0	113.5	3189	1	132	0	0	2
252202	17272.8	16825.9	23.6	0	92.6	3219	1	90	0	0	2
252226	17285.1	16889.8	24.2	0	96.1	3225	1	77	0	0	2
252333	17679.6	16787.2	28.6	0	150.1	3264	1	216	0	0	2
252614	17249.9	16839.3	30.4	0	120.2	3353	1	119	0	0	2
253414	17257.5	16900.5	26	0	98	3671	1	82	0	0	2
253649	17638.1	16636.3	24.1	0	120.3	3763	1	174	0	0	2
253682	17656.9	16610.7	25.7	0	107.3	3776	1	100	0	0	2
253735	17643.1	16602.5	30.5	0	88.7	3800	1	59	0	0	2
253771	17680.5	16586.1	27.2	0	92.6	3811	1	76	0	0	2
253844	17666.8	16653.5	23.6	0	128.3	3833	1	141	0	0	2
253863	17662.6	16617.8	33.8	0	143.4	3839	1	135	0	0	2
253913	17627.7	16644.4	23	0	123.8	3855	1	148	0	0	2
253964	17654.1	16626.6	20.7	0	148.6	3873	1	320	0	0	2
254020	17650.9	16602.9	34.6	0	137.4	3901	1	125	0	0	2
254102	17648.7	16587	24.1	0	121.7	3938	1	144	0	0	2
254144	17664.9	16594.4	33.1	0	115.8	3957	1	80	0	0	2
254198	17631	16592.2	23.5	0	138.5	3982	1	196	0	0	2
254279	17663.4	16610.3	42.4	0	132.9	4013	1	91	0	0	2
254325	17642.5	16599.2	27.2	0	156.1	4029	1	161	0	0	2
254366	17638.5	16549.7	29.5	0	112.7	4048	1	78	0	0	2
254394	17645.7	16602	27.7	0	104.3	4059	1	110	0	0	2
254446	17648.2	16602.8	38.7	0	117.7	4077	1	83	0	0	2
254462	17682.3	16582.7	47.3	0	112.9	4085	1	75	0	0	2
254501	17680.7	16617.1	35.1	0	112.5	4106	1	71	0	0	2
254531	17695.9	16687.3	26.3	0	140.1	4115	1	166	0	0	2
254595	17657.9	16598.4	27.8	0	137	4146	1	152	0	0	2
255306	17964	16703.9	38.3	0	148.4	4411	1	123	0	0	2
255341	17938	16747.9	28.8	0	130.8	4428	1	121	0	0	2
255456	17138.8	16548	38.4	0	93.6	4470	1	48	0	0	2
255668	17253.7	16945.8	42.8	0	127.5	4569	1	79	0	0	2
255750	17383.7	16881.8	36	0	104.4	4605	1	72	0	0	2
255886	17458	16963.1	32.1	0	106.8	4659	1	75	0	0	2
255963	17412	16911.3	29.6	0	95.4	4691	1	59	0	0	2
255975	17392.1	16851.7	32.2	0	113.6	4695	1	79	0	0	2
255987	17224.4	16854	28.9	0	102	4700	1	78	0	0	2
256004	17430.3	16891.5	25.1	0	119.1	4706	1	123	0	0	2
256518	17931.9	16961.1	28.8	0	96.9	4913	1	80	0	0	2
256675	17668.3	17196.7	44.1	0	114.1	4980	1	67	0	0	2
256824	17373.6	16970.3	37.3	0	159.4	5039	1	146	0	0	2
256840	17402.9	16998.4	39.4	0	130.6	5048	1	104	0	0	2
256865	17591.7	16918.1	32.4	0	133.6	5062	1	147	0	0	2
256906	17314.5	16992.9	33	0	121.3	5082	1	95	0	0	2
257156	17227.3	17047.5	29	0	139.8	5187	1	142	0	0	2
257751	17953.5	16985.2	31.8	0	124.6	5440	1	112	0	0	2
257772	17969.6	16974	32.5	0	130.9	5447	1	107	0	0	2
257798	17901	16994.3	27.9	0	114.8	5461	1	93	0	0	2
257802	17544.6	16703.1	34.3	0	135.2	5463	1	112	0	0	2
257886	17950.5	17016.4	16.5	0	138	5494	1	263	0	0	2
257946	17928.4	17022.2	23.3	0	131	5522	1	157	0	0	2
257967	17990.6	16993.4	37.8	0	128.6	5528	1	88	0	0	2
258328	17318.8	16427.6	37.9	0	153.3	5694	1	130	0	0	2
258594	17648.8	16933.3	39.7	0	107.8	5821	1	65	0	0	2
258662	17571.9	16899.6	31.5	0	81.2	5851	1	47	0	0	2
258691	17592	16881.6	37.7	0	100.6	5866	1	58	0	0	2
259406	17208.1	16733.5	22.5	0	113.8	6215	1	125	0	0	2
259417	17247.3	16760.1	29.3	0	115.3	6222	1	116	0	0	2
259576	17207.8	16763.6	32.5	0	104.9	6293	1	75	0	0	2
260315	17673.9	16630.7	31.2	0	106.1	6653	1	67	0	0	2
260323	17663.7	16593.1	35.9	0	115.7	6662	1	79	0	0	2
260542	17581.9	16868.5	38.3	0	126.9	6772	1	78	0	0	2
260574	17225.3	16857.1	34.4	0	151.2	6788	1	132	0	0	2
260926	17368.7	16787.2	32.6	0	128.2	6972	1	98	0	0	2
261491	17620.3	17074	17.1	0	127.2	7237	1	216	0	0	2
261517	17624.3	17057.4	22.9	0	134.3	7248	1	184	0	0	2
261536	17652.5	17056.3	29.9	0	135.3	7257	1	119	0	0	2
262326	17634.6	17084.7	25.6	0	89.4	7629	1	72	0	0	2
262574	17415.6	16855.8	31.9	0	117.8	7747	1	99	0	0	2
262941	17991.1	16908.4	37	0	105.8	7944	1	67	0	0	2
262961	17964.9	16908.1	31.1	0	114.1	7953	1	101	0	0	2
262971	17971.2	16887.9	22.5	0	153.6	7958	1	246	0	0	2
263015	17376.5	16916	45.8	0	116.7	7977	1	76	0	0	2
263117	17966.1	16554.3	19.1	0	173.4	8033	1	360	0	0	2
263316	17691.1	16871.1	26.2	0	115.1	8148	1	130	0	0	2
263355	17681	16875.5	25.4	0	133.9	8170	1	175	0	0	2
263375	17647.6	16884.6	27.9	0	113.9	8189	1	85	0	0	2
263382	17919.7	16835	39.4	0	117.1	8192	1	80	0	0	2
263404	17922.4	16846.6	25.1	0	108	8204	1	113	0	0	2
263418	17857	16862.4	31	0	136.2	8214	1	123	0	0	2
263527	17885.2	16767.9	30.8	0	100.7	8274	1	74	0	0	2
263545	17961.7	16830.6	29.9	0	118.9	8288	1	111	0	0	2
263557	17940.3	16789.2	15.8	0	141.7	8292	1	306	0	0	2
263619	17966.8	16807.6	27.6	0	111.4	8320	1	116	0	0	2
263640	17921.7	16839.1	25	0	141	8332	1	177	0	0	2
263667	17947.8	16817.6	19.4	0	112.6	8345	1	186	0	0	2
263669	17545.4	16826.8	35	0	108.5	8346	1	90	0	0	2
263673	17943.1	16775.3	31.5	0	146	8349	1	130	0	0	2
263695	17916.2	16814.2	32.7	0	134.8	8361	1	130	0	0	2
263760	17366	16923.5	35.8	0	110.1	8398	1	76	0	0	2
263773	17403.1	16966.6	28.2	0	123	8403	1	110	0	0	2
263784	17115.9	17053.5	35.2	0	105.2	8410	1	71	0	0	2
263821	17216.2	16797.7	25.4	0	121.8	8436	1	129	0	0	2
263852	17267.2	16786.8	21.6	0	149.6	8456	1	242	0	0	2
264298	17507	16666.8	35.2	0	116.7	8676	1	84	0	0	2
264646	17353.8	17033.3	35.5	0	92.6	8872	1	64	0	0	2
265571	17572.5	16898.8	30.4	0	133.7	9297	1	163	0	0	2
266355	17979.4	17073.3	33.4	0	110.8	9666	1	91	0	0	2
266590	17933.6	17012.4	34.9	0	106.3	9773	1	94	0	0	2
266853	17271	17243.4	39.7	0	123.7	9896	1	107	0	0	2
266911	17851.2	16675.3	29.4	0	99.2	9923	1	88	0	0	2
268263	17191.2	17092.1	31.1	0	98.1	10607	1	84	0	0	2
268282	17603.8	16858.5	33	0	122.4	10614	1	127	0	0	2
268827	17119.9	16820.3	30.9	0	168.3	10920	1	256	0	0	2
268852	17753.2	16704.8	32.1	0	99.3	10932	1	83	0	0	2
