Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
241856	14430.2	17744.9	25.3	0	124.2	502	1	156	0	0	2
241934	14484.7	17789.2	40.1	0	123.8	513	1	116	0	0	2
242088	14420.8	17707.1	30	0	168.6	538	1	280	0	0	2
242275	14411	17713.5	28.6	0	161.3	565	1	250	0	0	2
242417	14522.6	17674	28.3	0	161.1	587	1	234	0	0	2
242665	14709.3	17632.9	15.3	0	119.4	625	1	284	0	0	2
242805	14442.6	17731.9	25.2	0	143.5	651	1	218	0	0	2
242920	14596.4	17484.6	28.9	0	122	668	1	166	0	0	2
243095	14606.5	17653	35.4	0	90.8	703	1	63	0	0	2
243129	14467.7	17720.9	35.9	0	146.3	708	1	145	0	0	2
243274	14496.3	17696	41.4	0	143.8	731	1	109	0	0	2
243431	14527.9	17743.7	39.3	0	84.9	758	1	59	0	0	2
243476	14479.7	17667.2	37.2	0	96.7	766	1	74	0	0	2
243591	14459.1	17694.1	29.4	0	130.1	784	1	184	0	0	2
243656	14440.9	17783.7	28.2	0	145.5	792	1	200	0	0	2
243719	14430.4	17807.5	26.2	0	131.1	803	1	175	0	0	2
243776	14461.9	17786.8	29.2	0	167.9	813	1	259	0	0	2
243821	14457.5	17766.7	39.2	0	129.2	821	1	134	0	0	2
243877	14485.8	17671.8	30.5	0	116.3	831	1	94	0	0	2
244064	14421.5	17750.8	38.5	0	128.6	867	1	117	0	0	2
244150	14363.9	17857.2	33.1	0	107.6	883	1	93	0	0	2
244253	14473.9	17731.5	38.7	0	142.1	904	1	114	0	0	2
244303	14318.6	17831	33.8	0	117.2	915	1	102	0	0	2
244405	14507.4	17732	22.7	0	100.2	936	1	110	0	0	2
244421	14401.4	17780.4	37.4	0	135	940	1	125	0	0	2
244471	14440.7	17600.7	35.5	0	150.5	951	1	137	0	0	2
245151	14469.3	17733.1	18.9	0	137.8	1100	1	306	0	0	2
245196	14512.4	17844.3	36.2	0	105.9	1112	1	81	0	0	2
245575	14307.6	17907.1	39.5	0	120.6	1200	1	78	0	0	2
245689	14235.2	17735.3	24.3	0	145	1229	1	178	0	0	2
245706	14262.9	17810.1	17.9	0	129.1	1233	1	240	0	0	2
245758	14206.9	17719.4	22.7	0	120.8	1251	1	168	0	0	2
245937	14221.1	17729.5	33.1	0	89.2	1302	1	66	0	0	2
246054	14272.2	17821.4	31.1	0	116.6	1332	1	100	0	0	2
246221	14199.8	17698.6	35.3	0	85.3	1378	1	62	0	0	2
246275	14225.3	17767.9	30.6	0	117.4	1396	1	97	0	0	2
246297	14216.1	17725.5	33.7	0	125.3	1403	1	104	0	0	2
246476	14270.3	17742.5	28.9	0	128.8	1457	1	155	0	0	2
246534	14153.3	17779.8	31.8	0	162.8	1477	1	172	0	0	2
246666	14186.3	17793.1	40	0	166.7	1513	1	139	0	0	2
246708	14199.5	17731.5	31.9	0	107.2	1525	1	89	0	0	2
246761	14284.8	17681.7	34.6	0	98.6	1542	1	59	0	0	2
247045	14222.1	17717.7	37.3	0	139.6	1617	1	127	0	0	2
247105	14451.1	17619.5	42.9	0	180	1635	1	166	0	0	2
247181	14324.7	17697.7	42.6	0	140.4	1658	1	98	0	0	2
247221	14214.8	17766.3	34.3	0	113.2	1669	1	87	0	0	2
247262	14384.1	17603.2	32.1	0	172	1683	1	172	0	0	2
247275	14256.5	17814.4	25.1	0	85.4	1688	1	64	0	0	2
247421	14242.3	17806.9	37.3	0	116	1730	1	86	0	0	2
247424	14497.6	17703.2	31.3	0	166.3	1731	1	179	0	0	2
247500	14462.4	17747.1	37.5	0	153.3	1751	1	142	0	0	2
247509	14239.4	17760.5	23	0	84.7	1755	1	81	0	0	2
247573	14464.4	17743.3	24.3	0	164.6	1777	1	270	0	0	2
247625	14524.9	17662	38.8	0	113.4	1794	1	74	0	0	2
247639	14477.8	17746.3	34.3	0	158.2	1798	1	194	0	0	2
247763	14519.3	17756.1	40.2	0	172	1840	1	196	0	0	2
247780	14493.5	17781.7	28.5	0	150.8	1845	1	196	0	0	2
247803	14362.7	17879.6	27.7	0	92.7	1852	1	77	0	0	2
247842	14510.3	17735.2	32.5	0	168	1862	1	208	0	0	2
247959	14482.7	17706.7	36	0	145.1	1905	1	116	0	0	2
247970	14475.4	17699.5	29.5	0	141.9	1909	1	162	0	0	2
248122	14492.8	17748.7	36.2	0	131.6	1967	1	128	0	0	2
248133	14486.7	17768.5	39.4	0	163.7	1971	1	176	0	0	2
248149	14496.9	17720.8	24.5	0	162	1976	1	253	0	0	2
248695	14324.8	17848	24.2	0	100.3	2157	1	91	0	0	2
249172	14267.8	17804.4	24.7	0	129.9	2322	1	168	0	0	2
249204	14345.7	17826.3	38.8	0	145.1	2330	1	129	0	0	2
249213	14372.2	17839.8	32.4	0	128.2	2335	1	109	0	0	2
249235	14341.5	17821.9	21.5	0	122	2340	1	145	0	0	2
249260	14461.8	17668.6	37	0	88.6	2348	1	54	0	0	2
249280	14490.4	17689.3	32.6	0	161.1	2355	1	196	0	0	2
249310	14482.8	17734.9	34.7	0	103.6	2363	1	76	0	0	2
249328	14392.2	17402.9	22.9	0	145.6	2370	1	210	0	0	2
249344	14447.6	17721.2	32.4	0	111.3	2376	1	74	0	0	2
249388	14346.7	17763.2	28.4	0	87.7	2386	1	61	0	0	2
249433	14502.1	17716.2	33.1	0	121.2	2402	1	105	0	0	2
249450	14352.5	17809.7	31.1	0	168.9	2406	1	227	0	0	2
249474	14511	17717.7	27.4	0	159.1	2415	1	222	0	0	2
249939	14434.4	17728.4	30.4	0	139.1	2510	1	174	0	0	2
250440	14245.6	17761.8	33.7	0	134.7	2632	1	141	0	0	2
250481	14264.3	17706.9	23.8	0	139.7	2643	1	279	0	0	2
250502	14266	17699.6	29.8	0	122	2649	1	134	0	0	2
250527	14212.6	17745.6	37.9	0	176.6	2657	1	213	0	0	2
250658	14270.3	17767	45.9	0	142.9	2689	1	126	0	0	2
251438	14467.6	17487.6	38.2	0	111.7	2933	1	75	0	0	2
252587	14416.2	17639.7	33.5	0	106.9	3345	1	77	0	0	2
252641	14275	17817.4	25.2	0	143.1	3367	1	177	0	0	2
252658	14497.7	17646.4	37	0	146.9	3374	1	118	0	0	2
252674	14396.3	17639	42.4	0	138.7	3378	1	103	0	0	2
252714	14309.4	17805.5	43.7	0	171.5	3389	1	128	0	0	2
252735	14292.9	17820.5	24.1	0	136.1	3397	1	173	0	0	2
253321	14870.4	17566.6	22.9	0	120.2	3630	1	168	0	0	2
254561	14300.4	17795.9	39.1	0	165.3	4128	1	163	0	0	2
254580	14329	17805.4	22.1	0	129.1	4138	1	190	0	0	2
254620	14495.5	17839.1	40.9	0	93.5	4159	1	54	0	0	2
254642	14421.5	17761.8	32.3	0	86.3	4168	1	47	0	0	2
254719	14287.1	17884	27.3	0	98.2	4194	1	73	0	0	2
254754	14323.6	17796.8	41.2	0	98.2	4209	1	49	0	0	2
254799	14280.1	17845.4	26.5	0	125.3	4223	1	120	0	0	2
255016	14334	17801.9	38.1	0	110.7	4302	1	78	0	0	2
255355	14395.9	17607.6	25.7	0	144.2	4431	1	155	0	0	2
255506	14427.7	17560.1	29.3	0	90.6	4492	1	52	0	0	2
255565	14475.2	17566.8	26.4	0	114.2	4521	1	100	0	0	2
255737	14352.4	17737.9	39.9	0	164.3	4599	1	177	0	0	2
255767	14367.2	17769.3	35.6	0	113.1	4614	1	74	0	0	2
255807	14372.2	17807.4	28.5	0	137.2	4631	1	185	0	0	2
255892	14451.7	17625.8	26.3	0	122.3	4660	1	113	0	0	2
255907	14444.8	17625.3	20.4	0	108	4666	1	150	0	0	2
255960	14447.2	17588.2	36.3	0	127.8	4690	1	85	0	0	2
255985	14463.8	17564.2	39.1	0	126.5	4700	1	91	0	0	2
256003	14362.8	17784.2	35	0	124.4	4706	1	100	0	0	2
256057	14355	17779	29.9	0	131	4727	1	148	0	0	2
256383	14428.3	17619	30.8	0	119.1	4866	1	83	0	0	2
256533	14432.9	17633.7	30.9	0	121.5	4918	1	94	0	0	2
256625	14482.2	17615.1	32.3	0	131.1	4959	1	109	0	0	2
