Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
242272	19427.6	18771.8	47.3	0	145.1	565	1	126	0	0	2
242311	19454.3	18701.1	29.3	0	101.8	570	1	98	0	0	2
242353	19342.7	18812.8	23	0	154.1	576	1	296	0	0	2
242544	19291.4	18915.6	36.2	0	117.9	606	1	119	0	0	2
242569	19465.6	18721.7	35.2	0	117.4	611	1	98	0	0	2
242604	19519.8	18698.9	31.1	0	104.2	617	1	89	0	0	2
242791	19485	18699.6	31.7	0	144.1	649	1	148	0	0	2
242835	19464.9	18691.4	31.2	0	122.2	656	1	145	0	0	2
242910	19431.6	18662.7	27	0	133.5	667	1	178	0	0	2
243096	19460.4	18683.5	28.8	0	98.5	703	1	86	0	0	2
243219	19495.7	18670.2	32.7	0	110.6	722	1	93	0	0	2
243765	19464.5	18718.8	30	0	114.4	811	1	130	0	0	2
243829	19815.3	18353.3	33.8	0	112.1	822	1	100	0	0	2
243854	19432.7	18716.3	20.3	0	119.4	826	1	246	0	0	2
243874	19425.3	18684.9	33.9	0	98	830	1	80	0	0	2
243992	19812.4	18274.3	30.5	0	109.1	852	1	83	0	0	2
244033	19824	18325.6	20.1	0	132	860	1	268	0	0	2
244285	19856.3	18362.8	24.8	0	82	911	1	61	0	0	2
244355	19439.2	18674	31.1	0	114.5	925	1	104	0	0	2
244417	19479.6	18615.1	29.9	0	146	939	1	206	0	0	2
244425	19831.5	18504.6	23.9	0	109.2	941	1	165	0	0	2
244450	19786.3	18546.7	19.1	0	155.9	947	1	364	0	0	2
244472	19796.1	18538.2	30.1	0	119.1	951	1	123	0	0	2
244547	19427.2	18684.6	21.3	0	126.3	970	1	198	0	0	2
244670	19454.4	18660.3	29.8	0	132.7	994	1	151	0	0	2
244761	19490.6	18598.1	34	0	172.6	1014	1	238	0	0	2
244949	19523.2	18660.7	27.7	0	161	1057	1	241	0	0	2
245027	19861.5	18511.7	39.7	0	129.9	1074	1	121	0	0	2
245058	19467.9	18671.6	34.3	0	98.2	1081	1	66	0	0	2
245088	19498.8	18602	29.8	0	175.6	1087	1	214	0	0	2
245140	19520.4	18634.6	38.8	0	125.3	1099	1	122	0	0	2
245276	19863.3	18522.1	32.1	0	92.4	1132	1	72	0	0	2
245352	19261	18867.5	35.7	0	105	1154	1	77	0	0	2
245375	19288	18932.6	39.1	0	89.9	1159	1	59	0	0	2
245436	19242.7	18949.6	47.5	0	98.8	1171	1	62	0	0	2
245896	19459.1	18769.2	20	0	156.4	1290	1	247	0	0	2
245914	19837.7	18344.1	29.2	0	103.8	1295	1	84	0	0	2
245938	19452.5	18768.1	30.3	0	156.2	1302	1	193	0	0	2
245970	19300	18903.4	34.2	0	104.9	1311	1	82	0	0	2
245976	19446.7	18745.7	31.8	0	107.9	1313	1	96	0	0	2
246042	19457.6	18782.1	30.6	0	118.8	1328	1	87	0	0	2
246079	19462.5	18772.5	29.3	0	141.4	1338	1	158	0	0	2
246141	19456.6	18758.1	34.8	0	120.4	1356	1	105	0	0	2
246186	19464	18735.8	18.1	0	147.9	1368	1	267	0	0	2
246203	19476.3	18741.2	20.7	0	113.6	1373	1	141	0	0	2
246259	19487.6	18746	26.7	0	146.9	1390	1	186	0	0	2
246326	19504.9	18770.7	33.1	0	106.3	1411	1	76	0	0	2
247359	19832.9	18363.6	22	0	118.6	1714	1	135	0	0	2
247427	19846.8	18317.6	20.8	0	148.6	1731	1	262	0	0	2
247462	19805.7	18306.1	37.6	0	110.8	1740	1	80	0	0	2
247504	19858.4	18368	41.3	0	90.3	1754	1	52	0	0	2
247605	19477.6	18593.1	28	0	124	1787	1	127	0	0	2
247693	19492.1	18624	29.5	0	104.7	1815	1	110	0	0	2
247795	19488.7	18642.3	26.7	0	87.9	1850	1	70	0	0	2
247846	19467	18594	36.4	0	94.1	1864	1	62	0	0	2
247873	19478.6	18646.3	25.4	0	137.5	1874	1	190	0	0	2
247967	19483.9	18603.3	34.6	0	114.2	1907	1	93	0	0	2
247973	19519.7	18611.7	34.6	0	104.5	1911	1	80	0	0	2
248246	19494.3	18591.8	36.8	0	150.2	2004	1	150	0	0	2
248713	19509.4	18607.2	32.8	0	135.1	2165	1	150	0	0	2
249872	19437.5	18528.9	27.7	0	127.4	2497	1	168	0	0	2
251122	19329.9	18863	36.1	0	138.7	2824	1	121	0	0	2
251169	19287.3	18899.5	22.7	0	136	2837	1	176	0	0	2
251191	19325.9	18831.4	39	0	119.1	2843	1	111	0	0	2
251245	19339.1	18868.4	36.6	0	110.1	2861	1	81	0	0	2
251565	19464.6	18626.6	36.6	0	159.7	2983	1	146	0	0	2
251648	19489.9	18584.3	17.9	0	145.9	3021	1	275	0	0	2
252256	19481.4	18540.8	32.4	0	131.2	3237	1	113	0	0	2
252264	19434.6	18799.5	44.8	0	129.6	3241	1	97	0	0	2
252355	19440.5	18786.4	37.5	0	166.2	3271	1	150	0	0	2
252935	19391.5	18664.2	32.7	0	120.8	3480	1	96	0	0	2
253517	19417.6	18694.4	42.3	0	133.2	3720	1	94	0	0	2
256409	19463.5	18556.1	21.7	0	94.8	4875	1	96	0	0	2
256530	19453.1	18520.1	30.9	0	108.9	4917	1	90	0	0	2
256700	19489.5	18516	24.9	0	133.1	4988	1	167	0	0	2
256967	19456.2	18949.7	29.7	0	131.5	5104	1	121	0	0	2
257019	19447.5	18928	29	0	117.7	5127	1	114	0	0	2
257042	19450.2	18877.2	32.4	0	114.9	5137	1	105	0	0	2
257087	19481.4	18898.2	39.5	0	131.2	5156	1	91	0	0	2
260081	19048.2	18867.4	39.5	0	89.7	6529	1	40	0	0	2
260361	19447.5	18719.8	38.1	0	96.8	6683	1	65	0	0	2
260392	19465	18750.7	32.7	0	138.6	6699	1	130	0	0	2
260443	19469.1	18717.8	28.3	0	95.1	6728	1	64	0	0	2
261908	19435.6	18594.7	29.5	0	97	7425	1	85	0	0	2
261973	19473.4	18578.9	26.3	0	151.7	7460	1	195	0	0	2
261997	19519.7	18563.2	38.2	0	118.2	7472	1	91	0	0	2
262108	19492.2	18527.6	38.1	0	154.2	7517	1	124	0	0	2
262146	19479.7	18544.8	30.1	0	129.9	7535	1	124	0	0	2
262160	19434.3	18510.2	28.8	0	96	7541	1	66	0	0	2
262187	19816.6	18507.5	24.5	0	150.2	7552	1	215	0	0	2
262195	19783	18492.9	37	0	138.3	7558	1	116	0	0	2
262202	19458.3	18483.1	24.4	0	142.6	7561	1	216	0	0	2
262238	19819.5	18470.6	30.3	0	160.6	7585	1	230	0	0	2
262257	19490.9	18534.8	34.3	0	141.8	7591	1	120	0	0	2
