Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
232488	14075.6	20646.7	34.8	0	163.6	108	1	282	0	0	2
232581	14019.1	20643.9	27.5	0	140.7	126	1	245	0	0	2
232611	13993	20622.7	28.8	0	127.1	132	1	169	0	0	2
232676	13976.9	20601.5	20.8	0	102.8	146	1	212	0	0	2
232878	14149.7	20579.7	32.3	0	111.3	184	1	126	0	0	2
233458	13929.2	20580.9	33.5	0	139	299	1	164	0	0	2
233553	13887.7	20572.9	22.2	0	151.4	321	1	286	0	0	2
233614	13873.5	20555.4	25.8	0	106.5	332	1	132	0	0	2
233835	13926.5	20571.8	26.4	0	108.1	377	1	127	0	0	2
234292	13932.5	20566.2	40.2	0	139.9	484	1	144	0	0	2
234669	13713	20680	37.9	0	161.8	584	1	250	0	0	2
234788	13935.9	20542	34.2	0	115.8	617	1	102	0	0	2
234923	14347.6	20665.6	29.8	0	119.7	649	1	113	0	0	2
235571	13932.8	20540.8	27.4	0	120.6	823	1	154	0	0	2
235600	13961.3	20690.5	40.2	0	118.9	831	1	97	0	0	2
236040	13636	20676.7	31.3	0	113	972	1	109	0	0	2
236149	13692	20685	14.8	0	125.1	1006	1	298	0	0	2
236364	13696.8	20661.2	24.9	0	93.9	1079	1	112	0	0	2
236487	13687.2	20701.1	28.2	0	137.2	1120	1	187	0	0	2
236544	13944.3	20612.2	25.1	0	142	1140	1	246	0	0	2
236600	13686.3	20718.9	31.6	0	132.7	1161	1	133	0	0	2
236813	14046	20606.3	34.9	0	135.9	1237	1	131	0	0	2
236908	14048.4	20612.6	30.2	0	99.3	1272	1	65	0	0	2
237208	13686.3	20857.1	30.2	0	110.8	1377	1	100	0	0	2
238295	13986	20668.6	30.1	0	89.2	1751	1	57	0	0	2
238541	13974	20127.8	27.4	0	89.7	1837	1	58	0	0	2
238554	13850.7	20414.1	30.7	0	128.6	1840	1	146	0	0	2
238584	14067.1	20676.7	31.7	0	136.4	1850	1	120	0	0	2
239085	14258.8	20440.7	29.1	0	85.5	2027	1	59	0	0	2
239187	13984.3	20587.3	27.5	0	154.1	2070	1	216	0	0	2
239372	13971.6	20597.8	25.9	0	129.5	2139	1	161	0	0	2
239382	14020.3	20652.9	37.1	0	141.6	2143	1	128	0	0	2
239736	14256.8	20542.6	37	0	103.3	2266	1	65	0	0	2
239963	13789.7	20528.3	28.7	0	134.4	2348	1	164	0	0	2
239975	13810.9	20607.8	37.4	0	174.8	2353	1	157	0	0	2
240524	13749.9	20579.8	23	0	131.4	2556	1	174	0	0	2
240540	13773	20575.1	27.6	0	125.9	2560	1	169	0	0	2
240603	13849	20572.8	32.5	0	91.9	2573	1	67	0	0	2
241765	13748.9	20577.4	38.1	0	161.6	2902	1	163	0	0	2
242346	14028	20078.5	28.9	0	86.2	3076	1	55	0	0	2
242617	13928.7	20572.8	24.4	0	80.2	3169	1	76	0	0	2
242634	13555.9	20342.6	39.4	0	112.7	3173	1	90	0	0	2
243492	13562.5	20556	27.8	0	112	3437	1	119	0	0	2
243946	14005.8	20590.3	43	0	147.7	3586	1	127	0	0	2
244006	13982.1	20516.8	29	0	85.7	3601	1	64	0	0	2
244010	14466.5	20633.1	35.4	0	83.4	3602	1	49	0	0	2
244027	13959	20575.2	24.8	0	88.8	3607	1	88	0	0	2
244048	14061.1	20498.5	33	0	100.2	3613	1	68	0	0	2
244101	13720	20763	38.9	0	92.8	3632	1	72	0	0	2
244183	13954.8	20836.3	42.4	0	137.3	3659	1	123	0	0	2
244473	13997.2	20171.4	41.9	0	122	3756	1	91	0	0	2
245653	14061.1	20341	25.9	0	123	4148	1	180	0	0	2
245817	13898.1	20532.3	34.9	0	118.7	4194	1	108	0	0	2
245829	13926.3	20543.5	27.2	0	140.1	4198	1	167	0	0	2
246294	13941.6	20668.2	43.9	0	116.3	4362	1	90	0	0	2
246357	13627.3	20920.3	37.4	0	110	4382	1	93	0	0	2
246376	13631.1	20784.9	30.7	0	150.3	4388	1	160	0	0	2
246435	13993.3	20642.7	30.3	0	89.3	4413	1	70	0	0	2
246444	13631.6	20871.7	28.8	0	101.8	4415	1	85	0	0	2
246456	13578	20845	33	0	121	4420	1	126	0	0	2
246474	13634.7	20891.5	33	0	88.5	4425	1	73	0	0	2
246490	13620.3	20853.2	40.7	0	130.4	4431	1	113	0	0	2
246574	13579.9	20791.4	37.7	0	128.9	4454	1	136	0	0	2
246641	13958.8	20620	22.9	0	143.7	4484	1	289	0	0	2
247330	13984	20570.4	31.1	0	97.7	4751	1	77	0	0	2
248299	13699.6	20752.3	28.3	0	132.8	5120	1	164	0	0	2
248807	13658.4	20944.2	33.7	0	142.6	5283	1	165	0	0	2
249354	14116.8	20469.7	16.8	0	121.3	5472	1	308	0	0	2
250235	14326.2	20563.6	37.6	0	113.4	5808	1	86	0	0	2
251337	14014.7	20117.6	34.5	0	81.1	6176	1	54	0	0	2
251376	14096.1	20621.9	29.6	0	92.7	6190	1	65	0	0	2
251476	14452	20616.9	37.4	0	106.7	6228	1	79	0	0	2
251930	13938.3	20587.5	36.4	0	128.7	6404	1	123	0	0	2
252546	14261.4	20825.2	39.7	0	169.6	6623	1	170	0	0	2
252612	14061.7	20526.1	33.5	0	99.7	6645	1	77	0	0	2
252998	14066.2	20682.2	46.6	0	94.3	6776	1	50	0	0	2
253108	13674.5	20537.2	30.2	0	160.8	6807	1	223	0	0	2
253149	14264.1	20798.3	37.6	0	133	6821	1	131	0	0	2
253563	13818	20498.9	34.2	0	96.9	6962	1	71	0	0	2
254155	13854.8	21029.7	32.5	0	83.1	7164	1	51	0	0	2
254285	13811.2	20960.1	36.1	0	141	7202	1	150	0	0	2
254337	13960.7	20592.3	41.3	0	128.1	7219	1	109	0	0	2
254575	14250.9	20580.4	33.9	0	83.1	7298	1	53	0	0	2
255359	14449.8	20532.6	48.3	0	163.8	7562	1	137	0	0	2
256854	13683.5	20428.6	33.3	0	125.4	8054	1	103	0	0	2
257661	14105.1	20147.7	38.6	0	158.4	8311	1	171	0	0	2
257707	14062.6	20221	31.5	0	123.9	8324	1	110	0	0	2
257740	14111.9	20186.1	38.5	0	99	8335	1	77	0	0	2
257823	14129.2	20212.2	35.5	0	82.8	8358	1	59	0	0	2
257830	13945.8	20126	33	0	88.8	8360	1	66	0	0	2
257884	14081	20137.3	36.7	0	102.8	8377	1	75	0	0	2
258639	14180.1	20873.1	34.4	0	94.7	8608	1	69	0	0	2
261143	13544.8	20734	30.1	0	124.8	9406	1	119	0	0	2
261360	13551.4	20771.9	42.3	0	116	9473	1	83	0	0	2
261377	13557.8	20747.2	39.8	0	150.6	9479	1	148	0	0	2
261623	13951.1	20326.1	38.8	0	127.9	9551	1	130	0	0	2
262368	14310.8	20336.9	28.9	0	96.3	9772	1	73	0	0	2
262810	13927.7	20476.6	28.8	0	133.7	9905	1	160	0	0	2
264584	13589.8	20755.6	20.9	0	156.4	10494	1	317	0	0	2
265390	14321.3	20369.8	28.3	0	92.4	10738	1	92	0	0	2
266618	13989.5	20177.9	32.8	0	130.2	11113	1	160	0	0	2
266741	13701.2	20668.4	30.3	0	129.5	11153	1	161	0	0	2
266757	13694.5	20645	30.1	0	123.4	11158	1	178	0	0	2
266761	13974.5	20192.7	37.9	0	117.5	11159	1	118	0	0	2
266839	14405.1	20534.8	30.6	0	147.9	11181	1	220	0	0	2
266905	14067.3	20728.3	28.6	0	100.5	11198	1	97	0	0	2
267472	13984.3	20181.8	18.5	0	152.6	11363	1	438	0	0	2
268422	13518.6	20550.4	41.4	0	137.5	11672	1	130	0	0	2
268787	13990.4	20198.7	19.5	0	106.5	11793	1	156	0	0	2
269889	13996.1	20627.8	23.3	0	161	113	3	1028	0	2	2
270071	13967.2	20613.2	25.9	0	158.3	177	2	659	0	1	2
270667	13905.4	20633	27.2	0	141.7	415	3	489	0	0	2
271374	13899.3	20576.3	15.8	0	132	807	2	344	0	1	2
271658	13688.6	20686.7	8.7	0	131.4	986	11	2283	0	5	2
271688	13681.8	20689.5	10.3	0	129.9	1010	5	1415	0	5	2
271705	13683.5	20685.2	10.4	0	126.1	1023	9	1634	0	10	2
271730	13685.6	20691.3	8.5	0	133.1	1045	10	2157	0	3	2
271752	13719.3	20682.3	27.9	0	147.4	1066	3	511	0	3	2
271785	13694.5	20677.3	8.1	0	139.4	1085	15	2899	0	7	2
271831	13704.3	20682.7	20.7	0	111.3	1113	2	347	0	0	2
271847	13689.1	20692.2	13.8	0	129.5	1124	4	825	0	2	2
271861	13689.7	20699.7	13.4	0	118	1135	4	479	0	3	2
271873	13904	20629.4	17.3	0	159.9	1144	10	3127	0	5	2
271900	13857.1	20633.1	42.2	0	146.8	1166	5	1387	0	2	2
271912	13698.6	20681.9	5.4	0	132.6	1173	17	3773	0	9	2
272234	13697.8	20677.4	8.5	0	131.8	1399	7	1142	0	2	2
272248	13685.7	20652.7	27.3	0	155.1	1413	2	268	0	1	2
272256	13702.6	20675.2	10.4	0	139	1419	9	1429	0	4	2
272275	13693.6	20698.8	17.4	0	116.6	1435	4	505	0	3	2
272301	13690.1	20684.1	12.2	0	133.8	1452	4	713	0	2	2
272315	13707.5	20687.9	6.9	0	129	1462	10	1712	0	3	2
272768	13836.2	20551.5	17.8	0	111.2	1764	2	191	0	0	2
272779	13868.3	20498.3	24.4	0	91.6	1770	2	131	0	1	2
272792	13871.5	20521.4	24.1	0	117.7	1777	2	183	0	0	2
272807	13769.4	20475.5	22.4	0	143.9	1787	3	357	0	2	2
272816	13827.3	20506.4	14.4	0	139	1795	2	311	0	1	2
273216	14008.6	20596.3	17.3	0	147.8	2062	3	471	0	1	2
273271	14035.6	20607.4	24.4	0	148.2	2100	2	269	0	1	2
273381	13992.3	20620.4	28.4	0	134.4	2174	4	750	0	2	2
273773	13565.9	20513.5	7.4	0	123.5	2452	11	1976	0	3	2
273815	13570.5	20523.1	13.4	0	138.4	2476	8	1353	0	5	2
273877	13719	20582.3	13	0	147.1	2521	5	1064	0	2	2
273912	13727.2	20570.4	12.1	0	136.1	2532	9	1707	0	4	2
273950	13738.1	20549.9	13.9	0	139.8	2548	4	891	0	1	2
273988	13858.5	20570.4	27.3	0	138	2564	3	409	0	3	2
274050	13791.3	20574	18	0	133.4	2584	3	562	0	2	2
274734	14302.6	20666.8	19.8	0	140.9	2887	2	344	0	0	2
274901	13911.8	20580.6	19.2	0	149.2	2968	8	1928	0	2	2
277658	13635.2	20813.7	18.3	0	132.2	4334	4	518	0	2	2
277685	13605.4	20881.7	32.6	0	138.4	4347	3	368	0	0	2
277729	13598.1	20855	24.6	0	136.4	4375	2	254	0	2	2
277906	13971.7	20590.9	7.8	0	126.2	4472	7	1460	0	2	2
278286	13718.7	20164.2	11.8	0	128.9	4668	8	1381	0	13	2
278419	14016.1	20617.7	23.9	0	128.9	4741	2	246	0	1	2
278606	14003.8	20616.5	16.9	0	142.7	4846	2	385	0	0	2
278811	13954.8	20608.3	14	0	146.5	4951	5	1301	0	0	2
278826	13720.4	20652.5	21.9	0	148.4	4959	2	344	0	0	2
279919	14142	20494.2	14.2	0	140.3	5461	5	1409	0	0	2
279975	14135.8	20500	9.9	0	139.5	5484	4	1087	0	0	2
280842	13963.3	20605.2	6.5	0	128.9	5912	11	2531	0	6	2
281040	14022.1	20567.5	17.1	0	156.7	6007	2	472	0	1	2
282718	13647.7	20540	17	0	110.1	6798	4	418	0	2	2
282742	14299.2	20871.2	20.2	0	143.4	6814	2	320	0	1	2
282777	14308.8	20874.7	24.2	0	145.4	6827	1	184	0	7	2
282796	14279.7	20870.3	12.8	0	129.3	6836	7	1025	0	3	2
282820	14273.6	20835.5	21	0	147.6	6849	3	457	0	0	2
282885	13813	20445.6	16.2	0	113	6879	2	215	0	1	2
283492	13578.9	20377.7	17.8	0	176.2	7198	2	623	0	2	2
284381	14465.7	20586.7	12	0	119.1	7595	3	370	0	2	2
284654	13556.9	20791.9	27	0	87.1	7726	2	133	0	2	2
286082	13791.7	20341.4	23.2	0	111.2	8347	3	309	0	0	2
