Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
191571	9534.5	8609.3	32.6	0	176.8	4	1	615	0	0	2
191655	9456.4	8542.4	29.6	0	86.5	10	1	172	0	0	2
191868	9467.5	8625.2	35.1	0	164	26	1	548	0	0	2
194539	9396.1	8464.8	19.8	0	130.9	272	1	269	0	0	2
194770	9486.5	8543.7	41.1	0	109.6	299	1	116	0	0	2
194926	9322.6	8502.9	27.8	0	104.6	316	1	124	0	0	2
195161	9448.7	8528.2	25	0	147.3	342	1	246	0	0	2
195196	9381	8470.6	28.1	0	100.1	346	1	109	0	0	2
196101	9665.3	8606.6	24.3	0	95.6	461	1	108	0	0	2
196387	9379.8	8573.6	41.3	0	152.5	497	1	169	0	0	2
196505	9369.4	8485	18	0	139.8	513	1	482	0	0	2
196571	9570.8	8595.2	39.1	0	140.6	521	1	140	0	0	2
196652	9372.5	8461.5	37	0	118.5	535	1	128	0	0	2
196902	9437.6	8557	29.5	0	86.7	573	1	71	0	0	2
197176	9458.3	8570.7	30.5	0	136.9	621	1	157	0	0	2
197212	9372.4	8511.3	28.4	0	91.8	629	1	97	0	0	2
197468	9349.4	8494	32	0	134.9	678	1	148	0	0	2
197506	9356.4	8441	19.6	0	111.1	686	1	173	0	0	2
197632	9581.7	8573	28.3	0	135.2	709	1	158	0	0	2
197697	9672.1	8581.2	27.3	0	117.7	723	1	142	0	0	2
197719	9359.4	8490.6	25.6	0	124.1	728	1	210	0	0	2
197790	9398.1	8467.4	37.3	0	107.9	739	1	93	0	0	2
197831	9399	8587.9	34.8	0	138.9	746	1	152	0	0	2
197854	9385.7	8517.2	24.8	0	82.6	751	1	81	0	0	2
197985	9360.1	8474.3	17.3	0	107.6	773	1	205	0	0	2
198079	9377.8	8519.1	28.8	0	109.3	789	1	117	0	0	2
198245	9374.5	8463	40.2	0	123.2	817	1	143	0	0	2
198285	9381.6	8487.3	39	0	146.1	824	1	174	0	0	2
198433	9303.9	8473.7	22.1	0	127.2	846	1	207	0	0	2
198531	9356.3	8473.5	41.4	0	123.5	862	1	132	0	0	2
198776	9274.9	8812.7	26	0	103.2	903	1	136	0	0	2
198812	9247.1	8825.9	23.7	0	115.1	909	1	151	0	0	2
199008	9260.2	8892.1	29	0	113.4	942	1	119	0	0	2
199142	9239.6	8852.9	24	0	123.2	965	1	189	0	0	2
199927	9250.5	8858.6	30.6	0	97.3	1122	1	88	0	0	2
203904	9457.7	8550.9	26.4	0	118.5	2373	1	109	0	0	2
204642	9489.7	8573.7	38	0	129.8	2643	1	119	0	0	2
204941	9432.7	8558.8	30.9	0	141.1	2756	1	151	0	0	2
205125	9418.4	8536.6	35.7	0	117.7	2823	1	97	0	0	2
205354	9469.3	8486.4	22.7	0	101.3	2927	1	130	0	0	2
207792	9757.9	8808.6	31.4	0	109.5	3942	1	96	0	0	2
209382	9333.9	8420.5	30.1	0	108.3	4646	1	89	0	0	2
209400	9371.9	8503.7	26.8	0	82.5	4655	1	61	0	0	2
209430	9354.3	8449.5	23.4	0	119.6	4670	1	136	0	0	2
209668	9127.3	8371.9	31	0	122.5	4772	1	119	0	0	2
210765	9664.2	8644.2	32.7	0	140.6	5272	1	138	0	0	2
213030	9466	8499.4	37.8	0	103.5	6271	1	82	0	0	2
213089	9350.3	8609.5	31.6	0	177.9	6299	1	260	0	0	2
213098	9247	8555.8	37.5	0	133.7	6304	1	131	0	0	2
213115	9298	8541	29.5	0	161.4	6313	1	225	0	0	2
213227	9514.6	8504.9	30	0	101.9	6356	1	104	0	0	2
213631	9302.5	8576.7	34.6	0	176.5	6507	1	242	0	0	2
216034	9376.4	8157.1	34.9	0	122.3	7614	1	119	0	0	2
216069	9298.2	8306.4	38	0	112.2	7624	1	84	0	0	2
218224	9488.3	8480.1	35.1	0	103.9	8657	1	78	0	0	2
218458	9294.8	8559.2	25.3	0	163.9	8782	1	248	0	0	2
219644	9367.3	8494.6	18.2	0	109.7	9401	1	172	0	0	2
224475	9499.4	8564.3	39.4	0	133	19	2	643	0	0	2
224566	9513.7	8564.6	12.7	0	135.3	30	18	6339	0	14	2
