Index	X	Y	Precision	SEM	PSF	First_Frame	N_detections	Photons	Intensity	Frames_missing	Channel
192287	14831.7	11129.2	31.1	0	176.3	58	1	465	0	0	2
192498	14505.9	11207	32.5	0	114.5	74	1	191	0	0	2
192831	14950.5	11312.1	33	0	131.8	104	1	246	0	0	2
193172	14499.4	11295.8	28.9	0	136.2	131	1	220	0	0	2
194073	14279	11277.9	16.3	0	144.2	222	1	468	0	0	2
194119	15016	11268.3	26	0	127	226	1	173	0	0	2
194730	15012.9	11308.8	24.6	0	96.4	294	1	120	0	0	2
195388	15008.4	11291.8	19.6	0	106.2	369	1	149	0	0	2
195447	14981.2	11279.5	16.6	0	133.8	377	1	362	0	0	2
196239	15142.2	11362.7	27.2	0	153.4	479	1	238	0	0	2
196947	14499.4	11178.7	28.6	0	81.7	579	1	69	0	0	2
197126	14464.9	11231.3	34	0	112	611	1	106	0	0	2
197148	14455.8	11226.5	30.5	0	141.1	616	1	200	0	0	2
197241	14424.7	11234.6	35.9	0	92.8	634	1	72	0	0	2
197312	14461.3	11181.6	27.5	0	144.5	648	1	206	0	0	2
197353	14452.7	11174	24	0	111.1	656	1	161	0	0	2
197505	14444	11190.5	24.4	0	95.6	685	1	92	0	0	2
197880	14441.5	11162	31.2	0	110.3	755	1	105	0	0	2
197926	14435.9	11209.8	20.8	0	119.7	763	1	161	0	0	2
197997	14638.6	11204.4	33.3	0	137.9	775	1	177	0	0	2
198034	14483.4	11184	31.8	0	128.5	780	1	146	0	0	2
198065	14456.1	11230.8	25.1	0	114.1	786	1	166	0	0	2
198131	14449.6	11141.3	23.7	0	86.5	797	1	64	0	0	2
198147	14881.4	11171.6	36.8	0	140.9	800	1	134	0	0	2
198238	14444.1	11207.8	12.4	0	115.7	816	1	410	0	0	2
198304	14428.5	11189.8	30.4	0	108.9	827	1	116	0	0	2
198443	14450	11213.3	26.2	0	141.2	848	1	313	0	0	2
198468	14872.5	11226.4	47.2	0	102.4	852	1	84	0	0	2
198607	14535.2	11226	36.1	0	131.6	876	1	150	0	0	2
199045	14438.9	11210.9	18.7	0	127	948	1	273	0	0	2
199084	14473.3	11181.8	28.6	0	125.2	955	1	138	0	0	2
199253	14917.4	11170.5	43.9	0	82.4	985	1	59	0	0	2
199319	14835.8	11207.1	29.7	0	145.4	997	1	227	0	0	2
199357	14858.3	11149.9	34	0	144.1	1004	1	165	0	0	2
199368	14471.4	11197.9	34.1	0	133.4	1006	1	156	0	0	2
199638	14438.7	11204.5	20.6	0	101	1062	1	180	0	0	2
199789	14682.6	11182.5	28	0	97.3	1093	1	101	0	0	2
200802	14666.6	11169	24.8	0	95.1	1364	1	97	0	0	2
200886	14685.2	11192.1	44.9	0	147.5	1387	1	138	0	0	2
201446	14837.5	11135.9	26.1	0	151.5	1548	1	249	0	0	2
201673	14839.3	11202.3	31.4	0	157.7	1609	1	209	0	0	2
201714	14837.9	11155.8	33.5	0	85.3	1618	1	67	0	0	2
201953	14472.8	11211	36.7	0	96.8	1689	1	68	0	0	2
202234	14898.7	11231.4	32.7	0	104.8	1773	1	81	0	0	2
202692	14980.8	11298.7	26.9	0	95.5	1931	1	83	0	0	2
202917	14752.2	11190.3	34	0	124.3	2011	1	122	0	0	2
204038	14996.8	11302.7	25.2	0	104.7	2425	1	92	0	0	2
204068	14998	11300.4	18.7	0	123.5	2437	1	219	0	0	2
204123	14749.6	11137.2	34.1	0	126.4	2455	1	126	0	0	2
204592	14789.7	11165.1	29.7	0	131.6	2623	1	124	0	0	2
204671	14869.2	11174.3	29.5	0	102.3	2654	1	84	0	0	2
204702	14835.3	11129.1	33.6	0	141.1	2665	1	149	0	0	2
204755	14844.3	11129.1	42.1	0	148.8	2685	1	151	0	0	2
204857	14825.6	11147	29.4	0	157.8	2727	1	210	0	0	2
204997	14847.1	11109.7	32.5	0	146.8	2778	1	164	0	0	2
205080	14903.1	11062.8	34.9	0	106.5	2809	1	87	0	0	2
205155	14874.3	11085.4	39.4	0	111.4	2837	1	81	0	0	2
205410	14891.9	11155	40.1	0	158.1	2951	1	142	0	0	2
205816	14467.4	11195.2	28.5	0	121	3111	1	124	0	0	2
205889	14464.1	11202.6	19.7	0	116.7	3137	1	195	0	0	2
205902	14484	11200.6	45.4	0	112.1	3141	1	90	0	0	2
206116	14832.6	11165	25.3	0	129.9	3241	1	194	0	0	2
206132	14806.8	11152.2	34	0	121.5	3247	1	116	0	0	2
206150	14854.5	11132.3	34.2	0	129.3	3256	1	137	0	0	2
207052	14875.1	11121.9	18.6	0	139.2	3615	1	240	0	0	2
207322	14883.9	11169	44.8	0	151.9	3726	1	130	0	0	2
208890	14705.7	11160.3	21.9	0	128.7	4425	1	181	0	0	2
210006	14670.8	11239.6	43.7	0	148.3	4907	1	129	0	0	2
210014	15044	11557.8	39.3	0	102.6	4910	1	69	0	0	2
210027	14633.7	11207.7	25.4	0	114.6	4915	1	116	0	0	2
212033	14455.3	11254.7	30.6	0	118	5838	1	126	0	0	2
212529	14895.9	11582.2	31.1	0	93.1	6052	1	78	0	0	2
212605	14468.2	11086.8	30.5	0	85.9	6085	1	59	0	0	2
212630	14682.4	11547.1	30.7	0	92	6096	1	74	0	0	2
213352	14927	11293.7	28.9	0	80.3	6402	1	59	0	0	2
213954	15119	11496.6	32.3	0	113.9	6648	1	110	0	0	2
214659	14427.8	11253.8	40.1	0	179.2	6971	1	183	0	0	2
215186	14745.5	11114.4	31.4	0	134.6	7214	1	159	0	0	2
215214	14475.9	11220.9	25.5	0	142.5	7228	1	239	0	0	2
218711	14389.7	11319.8	33	0	138.4	8931	1	152	0	0	2
218726	14417.1	11346	33.7	0	118.3	8937	1	112	0	0	2
218746	14412.3	11251.2	27.1	0	98.3	8951	1	81	0	0	2
218754	14434.4	11219.1	25.1	0	119.6	8957	1	138	0	0	2
218778	14373.8	11159.8	30	0	86.1	8969	1	63	0	0	2
218796	14485.4	11258	44.1	0	127.3	8977	1	117	0	0	2
219094	14592.3	11156.8	41	0	142.9	9126	1	132	0	0	2
219873	14872.5	11169.6	38.8	0	125.3	9538	1	122	0	0	2
219884	14831.4	11172.4	31.8	0	168.8	9542	1	252	0	0	2
220911	15053.8	11362.7	26.6	0	99.1	10092	1	94	0	0	2
220994	14723.8	11177.4	30.9	0	136.4	10141	1	139	0	0	2
221047	14719	11158.8	30.7	0	148.4	10170	1	210	0	0	2
221176	14802.7	11162.2	45.2	0	137.1	10233	1	109	0	0	2
222520	15102	11413	28.3	0	100.3	10959	1	95	0	0	2
223532	14659.8	11177.1	27.1	0	132.1	11558	1	148	0	0	2
223551	14671	11130.1	30.8	0	102.3	11568	1	91	0	0	2
223682	15070.1	11320.9	23.7	0	123.7	11629	1	171	0	0	2
